,created_at,tweet_id,Location,tweet_text,screen_name,name,account_creation_date,urls,Likes,Retweet,label,final_tweet
714,2021-03-09 11:25:46,1369248039953661953,"Boulogne-Billancourt, France","['rt', '@', 'sneakerologue', ':', 'raffles', 'yeezy', '700', 'v2', '``', 'cream', ""''"", '!', 'ok', ':', 'https', ':', '//t.co/vavbtyuydu', '43', ':', 'https', ':', '//t.co/dz3z1sfokq', 'end', ':', 'https', ':', '//t.co/vcfqhkictg', 'cor…']",Khalkhobi,五条悟 / Gojō Satoru,Fri Jul 20 17:08:47 +0000 2012,"[{'url': 'https://t.co/VAvBTYuydU', 'expanded_url': 'http://bit.ly/3qwMIeF', 'display_url': 'bit.ly/3qwMIeF', 'indices': [55, 78]}, {'url': 'https://t.co/dz3z1sfokQ', 'expanded_url': 'https://bit.ly/2Oi22Ph', 'display_url': 'bit.ly/2Oi22Ph', 'indices': [83, 106]}, {'url': 'https://t.co/VCFqHkiCtg', 'expanded_url': 'http://bit.ly/3cdjUCN', 'display_url': 'bit.ly/3cdjUCN', 'indices': [112, 135]}]",0,4,1,"['rt', 'sneakerologue', 'raffle', 'yeezy', 'cream', 'ok', 'http', 'http', 'end', 'http']"
715,2021-03-09 11:25:46,1369248036849848321,lilies&lisa in ur area,"['@', 'billboard', '``', '@', 'blackpink', 'will', 'help', 'adidas', '’', 'new', 'campaign', '‘', 'watch', 'us', 'move', '’', 'that', 'supports', 'all', 'women', 'to', 'stand', 'against', 'pre…', 'https', ':', '//t.co/8haf6vy4rm']",lallsamanobaI,LISA,Tue Aug 04 15:01:50 +0000 2020,"[{'url': 'https://t.co/8haf6VY4Rm', 'expanded_url': 'https://twitter.com/i/web/status/1369248036849848321', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",1,0,1,"['billboard', 'blackpink', 'help', 'adidas', 'new', 'campaign', 'watch', 'u', 'move', 'support', 'woman', 'stand', 'http']"
720,2021-03-09 11:25:31,1369247976166744067,❤️LALISA❤️,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",MyLoveliness_LM,#SaveMyanmar #WeNeedDemocracy,Sun Aug 05 16:30:14 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
722,2021-03-09 11:25:30,1369247970676281346,LALISA IS MY SUNSHINE 💛 ,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",P_Kungmama,❣◎🌻ひまわり⁰³²⁷🌻◎❣,Thu Oct 10 07:01:25 +0000 2013,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
724,2021-03-09 11:25:24,1369247947993604099,"Patna, India","['rt', '@', 'manushichhillar', ':', 'she', 'moves', '.', 'she', '’', 's', 'unbeatable', '.', 'she', 'is', 'you', '.', 'share', 'your', 'picture', 'moving', ',', 'tag', 'me', ',', '@', 'adidas', 'and', 'use', '#', 'watchusmove', 'to', 'get', 'a', 'cha…']",Suyashk15069678,i._.suyash._,Thu Oct 31 17:28:09 +0000 2019,[],0,45,0,"['rt', 'manushichhillar', 'move', 'unbeatable', 'share', 'picture', 'move', 'tag', 'adidas', 'use', 'watchusmove', 'get']"
725,2021-03-09 11:25:24,1369247947402088450,West Borneo,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",Ajam_Hova,Ajam,Wed Jan 18 10:11:32 +0000 2012,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
726,2021-03-09 11:25:23,1369247942482214912,"Regensburg, Germany","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",Jerry23150740,Jerry,Fri Nov 27 16:29:18 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
727,2021-03-09 11:25:22,1369247940158570498,¡¡ aPlace u can't pronounce !¡,"['rt', '@', 'saint', ':', 'adidas', 'x', 'bad', 'bunny', '🐰', 'https', ':', '//t.co/3in2zzwamo']",phun_shur,FuN§o M 🥷🏿,Sat Jan 08 22:22:31 +0000 2011,[],0,367,-1,"['rt', 'saint', 'adidas', 'x', 'bad', 'bunny', 'http']"
732,2021-03-09 11:25:12,1369247894553784320,"Mabitac, Calabarzon","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",SVicuna20,SRV❤,Tue Sep 08 08:13:03 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
734,2021-03-09 11:25:04,1369247861318254592,EU/UK,"['goodhood', 'online', 'raffle', 'live', 'for', 'the', 'adidas', 'yeezy', 'boost', '700', 'v2', '``', 'cream', ""''"", 'link', ':', 'https', ':', '//t.co/rss3m4se0e', 'resale', ':', '…', 'https', ':', '//t.co/icsmbpetqa']",FRSHRaffles,EU Sneaker Raffles by FRSHSneaks,Mon Jul 15 14:03:58 +0000 2019,"[{'url': 'https://t.co/RSs3m4Se0E', 'expanded_url': 'https://bit.ly/2OANJFc', 'display_url': 'bit.ly/2OANJFc', 'indices': [78, 101]}, {'url': 'https://t.co/IcsmbpETqA', 'expanded_url': 'https://twitter.com/i/web/status/1369247861318254592', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]",1,1,1,"['goodhood', 'online', 'raffle', 'live', 'adidas', 'yeezy', 'boost', 'cream', 'link', 'http', 'resale', 'http']"
735,2021-03-09 11:25:03,1369247857866387457,UK,"['sporting', 'kansas', 'city', '2021-22', 'adidas', 'home', 'shirt', '#', 'onesportingway', '#', 'sportingkc', '#', 'adidassoccer', '#', 'mls', 'https', ':', '//t.co/hf1lpvyy8y']",footballshirt,FootballShirtCulture.com,Wed Mar 11 15:35:19 +0000 2009,"[{'url': 'https://t.co/hf1lpvYY8Y', 'expanded_url': 'http://www.footballshirtculture.com/20/21-Kits/sporting-kansas-city-2021-home-jersey.html?utm_source=dlvr.it&utm_medium=twitter', 'display_url': 'footballshirtculture.com/20/21-Kits/spo…', 'indices': [94, 117]}]",0,0,0,"['sport', 'kansas', 'city', 'adidas', 'home', 'shirt', 'onesportingway', 'sportingkc', 'adidassoccer', 'mls', 'http']"
737,2021-03-09 11:25:00,1369247847149887492,Moon,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",heaventhurs,♡달♡ RS1,Sun May 22 10:20:16 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
738,2021-03-09 11:25:00,1369247846864543745,Philippines,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",feng_meloblink,𝐩𝐞𝐲 | RS1 3.12 🌹,Wed Jul 01 10:43:59 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
743,2021-03-09 11:24:55,1369247824198705154,🖤ᵖⁱⁿᵏ,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",bpjjlr_,_🐣,Thu Dec 03 03:10:23 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
747,2021-03-09 11:24:53,1369247815118032899,Gotham City ,"['they', 'going', 'crazy', 'there', 'by', 'adidas', '.', '5k', 'for', 'yeezys', 'now', '😂😂😂😂', '.', 'nah', 'fuck', 'them', 'https', ':', '//t.co/ltqd1vs58g']",MyNameIsBANDZ,The Dark Knight 🦇,Wed Jul 22 10:48:13 +0000 2009,[],1,0,-1,"['go', 'crazy', 'adidas', 'yeezys', 'nah', 'fuck', 'http']"
753,2021-03-09 11:24:38,1369247754480840705,OT\\L1SA//,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",lalalalisa_3027,🐻ลลลลลลลิซ่า_m🧸,Thu Oct 03 02:55:11 +0000 2013,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
754,2021-03-09 11:24:37,1369247750949249028,็,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",HoTImpact99,MINI,Sat Mar 28 04:19:41 +0000 2015,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
755,2021-03-09 11:24:37,1369247750383038466,We love you 3270,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",gwylan24,ĸʏят Chanaphatworachotwittayadachakul,Fri Oct 14 05:38:33 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
757,2021-03-09 11:24:32,1369247726748147714,ประเทศไทย,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",SkyyyyPhc,LaLaDa,Thu Jun 02 05:04:11 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
762,2021-03-09 11:24:15,1369247658863251457,sh!er % 8teen | read carrd byf,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",PRECI0USTRSR,precious⁷ | #SΣT • -R-,Sat Oct 31 03:31:30 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
763,2021-03-09 11:24:13,1369247646624456706,ประเทศไทย,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",beesps432,bee.bee.⁰³²⁷,Sun Nov 20 13:48:31 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
767,2021-03-09 11:24:00,1369247592446627840,D[M]V,"['the', 'fact', 'that', 'i', 'found', 'adidas', 'practice', 'pants', 'at', 'marshalls', '16', '$', 'i', '’', 'm', 'still', 'pressed', 'about', 'that', '..', 'them', 'things', 'are', '50', '$', '+']",TheyCallme__t,Ur favorite Capricorn💙🧸,Tue Aug 30 05:00:51 +0000 2011,[],0,0,0,"['fact', 'find', 'adidas', 'practice', 'pant', 'marshall', 'still', 'press', 'thing']"
769,2021-03-09 11:23:56,1369247575505727492,ประเทศไทย,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",LisaInMyArea20,👄LisaInMyArea👄 I-Lisa-U,Sun Jan 06 05:27:46 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
773,2021-03-09 11:23:36,1369247493133922305,"Kota Makassar, Sulawesi Selata","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",husni_amalia12,Husni Amalia,Sat Feb 28 00:46:40 +0000 2015,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
775,2021-03-09 11:23:30,1369247469180174336,Polar Star Dormitory,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",woopablink,ROSÉ-On The Ground|3.12,Tue Jul 17 12:15:59 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
776,2021-03-09 11:23:30,1369247468228055045,in your 🖤💖,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",Love327Lisa,L.M ♛,Wed Jul 04 14:08:40 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
777,2021-03-09 11:23:30,1369247467951243266,"Lagos, Nigeria","['adidas', 'sneakers', 'for', 'sale', 'size', '44', 'dm', 'to', 'place', 'order', 'https', ':', '//t.co/bjdlz708tj']",Awomoney56,Awolowo Toluwani,Thu Jun 22 07:51:32 +0000 2017,[],0,0,0,"['adidas', 'sneaker', 'sale', 'size', 'dm', 'place', 'order', 'http']"
779,2021-03-09 11:23:26,1369247451417305093,Lalisa Manoban,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",__nalalisa__,ꪶꪮꪗꪖꪶ𝓲𝘴ꪖ,Mon Jan 06 22:39:34 +0000 2014,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
780,2021-03-09 11:23:23,1369247437362200579,JenChuLiChaeng,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",MsChaengLaurent,stiff | ROSÉ SOLO 03.12.21,Thu Jul 09 13:29:32 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
782,2021-03-09 11:23:18,1369247418345168899,she / her,"['rt', '@', 'eyyowwwchan66', ':', 'haechan', 'with', 'adidas', 'haechan', 'has', 'the', 'perfect', 'body', ',', 'and', 'also', 'has', 'a', 'pretty', 'face', '.', 'so', ',', 'when', 'he', 'wears', 'a', 'shirt', 'or', 'a', 'brand', 'from…']",dozeniekim,naa 🐮🗯 rest!,Sun Jul 12 02:38:26 +0000 2020,[],0,7,1,"['rt', 'haechan', 'adidas', 'haechan', 'perfect', 'body', 'also', 'pretty', 'face', 'wear', 'shirt', 'brand']"
784,2021-03-09 11:23:09,1369247379069796355,"Stoke-on-Trent, England","['rt', '@', 'geraldsnrmc', ':', '2021', 'ain', '’', 't', 'that', 'bad', 'cleaned', '&', 'amp', ';', 'dusted🔥🔥🔥🔥', '#', 'adidasoriginals', '#', 'adidas', '#', 'shareyourstripes', '#', 'adidasconfirmed', 'https', ':', '//t.co/arrkgbzymb']",MindBodySoleUK,"Mind,Body & Sole",Fri Jan 22 16:31:01 +0000 2021,[],0,3,-1,"['rt', 'geraldsnrmc', 'bad', 'clean', 'amp', 'adidasoriginals', 'adidas', 'shareyourstripes', 'adidasconfirmed', 'http']"
785,2021-03-09 11:23:09,1369247378528759813,"Johore, Malaysia","['rt', '@', 'saint', ':', 'adidas', 'x', 'bad', 'bunny', '🐰', 'https', ':', '//t.co/3in2zzwamo']",abghazebuatbeat,Habang Haze Buat Beat,Fri Apr 10 11:12:03 +0000 2020,[],0,367,-1,"['rt', 'saint', 'adidas', 'x', 'bad', 'bunny', 'http']"
787,2021-03-09 11:23:06,1369247365601837057,in the wold The First Love ,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",FirstLoveMYGe,Happy Birthday Yoongi ♡,Tue Oct 29 14:16:47 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
788,2021-03-09 11:23:00,1369247342809915399,she/her,"['rt', '@', 'y6hcn', ':', '[', 'wtb', '/', 'want', 'to', 'buy', ']', '—', 'haechan', 'emphaty', 'dream', '🐻', '—', 'haechan', 'future', '—', 'haechan', 'kihno', 'arrival', 'tags', '.', 'pc', 'haechan', 'permen', 'adidas', 'pout', 'm…']",aesunch,ًcia,Sat Nov 14 15:10:22 +0000 2020,[],0,2,0,"['rt', 'wtb', 'want', 'buy', 'haechan', 'emphaty', 'dream', 'haechan', 'future', 'haechan', 'kihno', 'arrival', 'tag', 'pc', 'haechan', 'permen', 'adidas', 'pout']"
790,2021-03-09 11:22:51,1369247305472356355,modo avião,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",jen2ies,Vitor,Sun Jul 26 15:52:41 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
796,2021-03-09 11:22:35,1369247239584030722,"Kasoa, Ghana","['rt', '@', 'winchester_boye', ':', 'adidas', 'massager', 'slides', 'available', '220', 'cedis', 'sizes', '38-46', 'kindly', 'retweet', 'my', 'hustle🥺', 'https', ':', '//t.co/cceq6rnk3p']",Blaqgal_Romy,✨Osofo Maame Ýáá Áñťwíwáá✨,Tue Jun 28 10:27:26 +0000 2011,[],0,8,1,"['rt', 'adidas', 'massager', 'slide', 'available', 'cedi', 'size', 'kindly', 'retweet', 'http']"
799,2021-03-09 11:22:29,1369247212010635266,"Berlin, Germany","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",fromis_multi,MultiFandom,Sat Apr 05 16:43:38 +0000 2014,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
800,2021-03-09 11:22:25,1369247194570616834,Republic of Korea,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",jenndeukiie,ON THE GROUND BY ROSÉ ✨,Sun May 26 17:06:21 +0000 2013,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
804,2021-03-09 11:22:19,1369247169761452032,onde Deus permitir,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",RUTH34367297,𝚑𝚘𝚠 𝚢𝚘𝚞 𝚕𝚒𝚔𝚎 𝚝𝚑𝚊𝚝~𝚍𝚢𝚗𝚊𝚖𝚒𝚝𝚎🦋,Wed May 13 12:46:20 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
805,2021-03-09 11:22:09,1369247130506776582,Oblivion,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",bambooblinkeu,nobody,Thu Apr 19 13:47:49 +0000 2012,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
810,2021-03-09 11:21:52,1369247058574647297,"Bangkok, Thailand","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",LaphongPhanida,Phanida Laphong,Sun Dec 24 12:26:35 +0000 2017,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
813,2021-03-09 11:21:45,1369247026446135296,fourever with pinks,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",vincent_roshh,R ☁️ ; RS1 IS COMING,Wed Oct 23 11:40:34 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
817,2021-03-09 11:21:28,1369246957923831811,"123 Sesame Street, Newyork","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",Berbad3,FadeB3rbade 🪵🦖✨,Mon Jun 29 12:27:51 +0000 2015,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
819,2021-03-09 11:21:21,1369246927624232962,"Eden, NY","['rt', '@', 'winchester_boye', ':', 'adidas', 'massager', 'slides', 'available', '220', 'cedis', 'sizes', '38-46', 'kindly', 'retweet', 'my', 'hustle🥺', 'https', ':', '//t.co/cceq6rnk3p']",kobby_snoop_,Kwabena Yeboah (YAK),Fri Nov 02 08:29:06 +0000 2018,[],0,8,1,"['rt', 'adidas', 'massager', 'slide', 'available', 'cedi', 'size', 'kindly', 'retweet', 'http']"
822,2021-03-09 11:21:09,1369246878555021314,"Kerala, India","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",pluto_bee_,Plutobee🐝,Mon Mar 08 19:21:20 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
